Observation,Season,Region,Habitat,ManagementZone,Sample,Latitude,Longitude,Temperature,DissolvedOxygen,Salinity,MaximumDepth,Nurse,Blacknose,AtlanticSharpnose,Blacktip,Bull,GreatHammerhead,Lemon,Sandbar,Tiger,GreatWhite,Bonnethead,CaribbeanReef,Dusky,ScallopedHammerhead,Spinner
1291,Dry,Miami,Bay,State,2015-11-10-3-25.733028,25.733028,-80.167972,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,Dry,Miami,Bay,State,2015-11-10-4-25.733028,25.733028,-80.167972,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,Dry,Miami,Bay,State,2015-11-10-5-25.733028,25.733028,-80.167972,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1294,Dry,Miami,Bay,State,2015-11-10-6-25.733028,25.733028,-80.167972,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1295,Dry,Miami,Bay,State,2015-11-10-7-25.733028,25.733028,-80.167972,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,Dry,Miami,Bay,State,2015-11-10-8-25.733028,25.733028,-80.167972,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,Dry,Miami,Bay,State,2015-11-17-1-25.668483,25.668483,-80.166517,26,9,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,Dry,Miami,Bay,State,2015-11-17-2-25.668483,25.668483,-80.166517,26,9,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,Dry,Miami,Bay,State,2015-11-17-3-25.668483,25.668483,-80.166517,26,9,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,Dry,Miami,Bay,State,2015-11-17-4-25.668483,25.668483,-80.166517,26,9,29,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1301,Dry,Miami,Bay,State,2015-11-17-5-25.668483,25.668483,-80.166517,26,9,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,Dry,Miami,Bay,State,2015-11-17-6-25.668483,25.668483,-80.166517,26,9,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,Dry,Miami,Bay,State,2015-11-17-7-25.73185,25.73185,-80.167183,26,9,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,Dry,Miami,Bay,State,2015-11-17-8-25.73185,25.73185,-80.167183,26,9,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,Dry,Miami,Bay,State,2015-12-11-1-25.75454,25.75454,-80.14081,26,7,35,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,Dry,Miami,Bay,State,2015-12-11-10-25.73095,25.73095,-80.16595,25,9,36,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,Dry,Miami,Bay,State,2015-12-11-2-25.75454,25.75454,-80.14081,26,7,35,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,Dry,Miami,Bay,State,2015-12-11-3-25.75454,25.75454,-80.14081,26,8,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,Dry,Miami,Bay,State,2015-12-11-4-25.75454,25.75454,-80.14081,26,8,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,Dry,Miami,Bay,State,2015-12-11-5-25.75454,25.75454,-80.14081,26,8,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,Dry,Miami,Bay,State,2015-12-11-6-25.75454,25.75454,-80.14081,26,8,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,Dry,Miami,Bay,State,2015-12-11-7-25.73095,25.73095,-80.16595,25,9,36,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,Dry,Miami,Bay,State,2015-12-11-8-25.73095,25.73095,-80.16595,25,9,36,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,Dry,Miami,Bay,State,2015-12-11-9-25.73095,25.73095,-80.16595,25,9,36,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,Dry,Miami,Bay,State,2015-12-8-1-25.769889,25.769889,-80.187204,25,12,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,Dry,Miami,Bay,State,2015-12-8-2-25.769889,25.769889,-80.187204,25,12,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,Dry,Miami,Bay,State,2015-12-8-3-25.769889,25.769889,-80.187204,25,12,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,Dry,Miami,Bay,State,2015-12-8-4-25.769889,25.769889,-80.187204,25,12,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,Dry,Miami,Bay,State,2015-12-8-5-25.769889,25.769889,-80.187204,25,12,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,Dry,Miami,Bay,State,2015-12-8-6-25.769889,25.769889,-80.187204,25,12,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,Dry,Miami,Bay,State,2015-12-8-7-25.73,25.73,-80.15978,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,Dry,Miami,Bay,State,2015-12-8-8-25.73,25.73,-80.15978,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,Dry,Miami,Bay,State,2015-2-24-1-25.74875,25.74875,-80.189933,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1324,Dry,Miami,Bay,State,2015-2-24-10-25.729583,25.729583,-80.224483,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,Dry,Miami,Bay,State,2015-2-24-11-25.729583,25.729583,-80.224483,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,Dry,Miami,Bay,State,2015-2-24-12-25.732119,25.732119,-80.166899,NA,NA,NA,NA,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1327,Dry,Miami,Bay,State,2015-2-24-2-25.74875,25.74875,-80.189933,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,Dry,Miami,Bay,State,2015-2-24-3-25.74875,25.74875,-80.189933,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,Dry,Miami,Bay,State,2015-2-24-4-25.74875,25.74875,-80.189933,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,Dry,Miami,Bay,State,2015-2-24-5-25.656183,25.656183,-80.266083,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,Dry,Miami,Bay,State,2015-2-24-6-25.656183,25.656183,-80.266083,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,Dry,Miami,Bay,State,2015-2-24-7-25.656183,25.656183,-80.266083,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,Dry,Miami,Bay,State,2015-2-24-8-25.656183,25.656183,-80.266083,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,Dry,Miami,Bay,State,2015-2-24-9-25.729583,25.729583,-80.224483,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,Dry,Miami,Bay,State,2015-2-27-1-25.730167,25.730167,-80.164983,24,7,30,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1336,Dry,Miami,Bay,State,2015-2-27-2-25.730167,25.730167,-80.164983,24,7,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,Dry,Miami,Bay,State,2015-2-27-3-25.730167,25.730167,-80.164983,24,7,30,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1338,Dry,Miami,Bay,State,2015-2-27-4-25.730167,25.730167,-80.164983,24,7,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,Dry,Miami,Bay,State,2015-2-27-5-25.730167,25.730167,-80.164983,24,7,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,Dry,Miami,Bay,State,2015-3-24-1-25.68315,25.68315,-80.166933,27,NA,NA,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1341,Dry,Miami,Bay,State,2015-3-24-2-25.68315,25.68315,-80.166933,27,NA,NA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,Dry,Miami,Bay,State,2015-3-24-3-25.68315,25.68315,-80.166933,27,NA,NA,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1343,Dry,Miami,Bay,State,2015-3-24-4-25.68315,25.68315,-80.166933,27,NA,NA,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1344,Dry,Miami,Bay,State,2015-3-28-1-25.662917,25.662917,-80.161767,26,6,NA,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,Dry,Miami,Bay,State,2015-3-28-2-25.662917,25.662917,-80.161767,26,6,NA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,Dry,Miami,Bay,State,2015-3-28-3-25.662917,25.662917,-80.161767,26,5,NA,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,Dry,Miami,Bay,State,2015-3-28-4-25.662917,25.662917,-80.161767,26,5,NA,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1348,Dry,Miami,Bay,State,2015-3-28-5-25.662917,25.662917,-80.161767,25,4,NA,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,Dry,Miami,Bay,State,2015-3-28-6-25.662917,25.662917,-80.161767,25,4,NA,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1350,Dry,Miami,Bay,State,2015-3-7-1-25.748017,25.748017,-80.19635,26,8,35,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,Dry,Miami,Bay,State,2015-3-7-10-25.754583,25.754583,-80.138267,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1352,Dry,Miami,Bay,State,2015-3-7-2-25.748017,25.748017,-80.19635,26,8,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,Dry,Miami,Bay,State,2015-3-7-3-25.748017,25.748017,-80.19635,26,8,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,Dry,Miami,Bay,State,2015-3-7-4-25.748017,25.748017,-80.19635,26,8,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,Dry,Miami,Bay,State,2015-3-7-5-25.752217,25.752217,-80.1683,26,8,33,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1356,Dry,Miami,Bay,State,2015-3-7-6-25.75225,25.75225,-80.16825,26,8,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,Dry,Miami,Bay,State,2015-3-7-7-25.752217,25.752217,-80.1683,26,8,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,Dry,Miami,Bay,State,2015-3-7-8-25.75225,25.75225,-80.16825,26,8,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,Dry,Miami,Bay,State,2015-3-7-9-25.754583,25.754583,-80.138267,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,Dry,Miami,Bay,State,2015-4-20-1-25.67804,25.67804,-80.16733,29,6,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,Dry,Miami,Bay,State,2015-4-20-2-25.67804,25.67804,-80.16733,29,6,36,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1362,Dry,Miami,Bay,State,2015-4-20-3-25.67804,25.67804,-80.16733,29,6,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,Dry,Miami,Bay,State,2015-4-20-4-25.67804,25.67804,-80.16733,29,6,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,Dry,Miami,Bay,State,2015-4-20-5-25.67804,25.67804,-80.16733,29,6,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,Dry,Miami,Bay,State,2015-4-20-6-25.67804,25.67804,-80.16733,29,6,36,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1366,Dry,Miami,Bay,State,2015-4-8-1-25.67705,25.67705,-80.16625,27,7,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,Dry,Miami,Bay,State,2015-4-8-2-25.67705,25.67705,-80.16625,27,7,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,Dry,Miami,Bay,State,2015-4-8-3-25.67705,25.67705,-80.16625,26,8,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,Dry,Miami,Bay,State,2015-4-8-4-25.67705,25.67705,-80.16625,26,8,30,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,Dry,Miami,Bay,State,2015-4-8-5-25.67705,25.67705,-80.16625,26,8,30,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1371,Dry,Miami,Bay,State,2015-4-8-6-25.67705,25.67705,-80.16625,26,8,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,Dry,Miami,Bay,State,2016-11-29-1-25.712517,25.712517,-80.18455,27,6.59,35,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,Dry,Miami,Bay,State,2016-11-29-2-25.712517,25.712517,-80.18455,27,6.59,35,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,Dry,Miami,Bay,State,2016-11-29-3-25.712517,25.712517,-80.18455,24,6.83,35,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,Dry,Miami,Bay,State,2016-11-29-4-25.712517,25.712517,-80.18455,24,6.83,35,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,Dry,Miami,Bay,State,2016-11-29-5-25.712517,25.712517,-80.18455,24,6.83,35,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,Dry,Miami,Bay,State,2016-11-29-6-25.712517,25.712517,-80.18455,24,6.83,35,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,Dry,Miami,Bay,State,2016-11-5-5-25.732083,25.732083,-80.158567,26,6.95,35,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1379,Dry,Miami,Bay,State,2016-11-5-6-25.732083,25.732083,-80.158567,26,6.95,35,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,Dry,Miami,Bay,State,2016-11-6-1-25.675933,25.675933,-80.188867,24,6.55,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,Dry,Miami,Bay,State,2016-11-6-2-25.675933,25.675933,-80.188867,24,6.55,35,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,Dry,Miami,Bay,State,2016-11-6-3-25.675933,25.675933,-80.188867,24,6.55,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,Dry,Miami,Bay,State,2016-11-6-4-25.675933,25.675933,-80.188867,24,6.55,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,Dry,Miami,Bay,State,2016-11-6-5-25.675933,25.675933,-80.188867,24,6.72,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,Dry,Miami,Bay,State,2016-11-6-6-25.675933,25.675933,-80.188867,24,6.72,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,Dry,Miami,Bay,State,2016-11-9-1-25.76696,25.76696,-80.13892,24,6.22,35,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,Dry,Miami,Bay,State,2016-11-9-2-25.76696,25.76696,-80.13892,24,6.22,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,Dry,Miami,Bay,State,2016-11-9-3-25.76993,25.76993,-80.18822,24,6.14,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,Dry,Miami,Bay,State,2016-11-9-4-25.76993,25.76993,-80.18822,24,6.14,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,Dry,Miami,Bay,State,2016-11-9-5-25.74251,25.74251,-80.20914,25,6.81,35,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,Dry,Miami,Bay,State,2016-11-9-6-25.74251,25.74251,-80.20914,25,6.81,35,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,Dry,Miami,Bay,State,2016-11-9-7-25.71308,25.71308,-80.17751,24,7.73,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,Dry,Miami,Bay,State,2016-11-9-8-25.71308,25.71308,-80.17751,24,7.73,36,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,Dry,Miami,Bay,State,2016-2-15-1-25.6768,25.6768,-80.1667,20,11,35,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dry,Miami,Bay,State,2016-2-15-2-25.6768,25.6768,-80.1667,20,11,35,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,Dry,Miami,Bay,State,2016-2-15-3-25.6768,25.6768,-80.1667,20,11,35,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,Dry,Miami,Bay,State,2016-2-15-4-25.6768,25.6768,-80.1667,20,11,35,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,Dry,Miami,Bay,State,2016-2-15-5-25.6768,25.6768,-80.1667,20,11,35,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,Dry,Miami,Bay,State,2016-2-15-6-25.6768,25.6768,-80.1667,20,11,35,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,Dry,Miami,Bay,State,2016-2-15-7-25.6768,25.6768,-80.1667,20,11,35,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,Dry,Miami,Bay,State,2016-2-15-8-25.6768,25.6768,-80.1667,20,11,35,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,Dry,Miami,Bay,State,2016-3-17-1-25.748933,25.748933,-80.185067,26,10,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,Dry,Miami,Bay,State,2016-3-17-2-25.748933,25.748933,-80.185067,26,10,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,Dry,Miami,Bay,State,2016-3-17-3-25.748933,25.748933,-80.185067,29,6.8,26.7,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1405,Dry,Miami,Bay,State,2016-3-17-4-25.748933,25.748933,-80.185067,29,6.8,26.7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,Dry,Miami,Bay,State,2016-3-17-5-25.748933,25.748933,-80.185067,29,6.8,26.7,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1407,Dry,Miami,Bay,State,2016-4-26-10-25.73195,25.73195,-80.16692,26,6.98,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,Dry,Miami,Bay,State,2016-4-26-2-25.75858,25.75858,-80.14618,26,7.17,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,Dry,Miami,Bay,State,2016-4-26-4-25.75858,25.75858,-80.14618,26,7.17,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1410,Dry,Miami,Bay,State,2016-4-26-6-25.74142,25.74142,-80.16729,22,7.25,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,Dry,Miami,Bay,State,2016-4-26-8-25.73195,25.73195,-80.16692,26,6.98,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1412,Dry,Miami,Bay,State,2017-1-6-1-25.7304,25.7304,-80.163767,NA,NA,NA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,Dry,Miami,Bay,State,2017-1-6-2-25.7304,25.7304,-80.163767,NA,NA,NA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,Dry,Miami,Bay,State,2017-1-6-3-25.7304,25.7304,-80.163767,NA,NA,NA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,Dry,Miami,Bay,State,2017-12-12-1a-25.729367,25.729367,-80.158133,21,6.86,36,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,Dry,Miami,Bay,State,2017-12-12-1b-25.7576,25.7576,-80.185833,22,6.93,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417,Dry,Miami,Bay,State,2017-12-12-1c-25.76255,25.76255,-80.184283,22,6.93,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,Dry,Miami,Bay,State,2017-12-12-2a-25.729367,25.729367,-80.158133,21,6.86,36,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1419,Dry,Miami,Bay,State,2017-12-12-2b-25.7576,25.7576,-80.185833,22,6.93,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,Dry,Miami,Bay,State,2017-12-12-2c-25.76255,25.76255,-80.184283,22,6.93,25,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,Dry,Miami,Bay,State,2017-12-12-3a-25.729367,25.729367,-80.158133,21,6.98,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,Dry,Miami,Bay,State,2017-12-12-4a-25.729367,25.729367,-80.158133,21,6.98,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,Dry,Miami,Bay,State,2017-12-14-1a-25.763517,25.763517,-80.131017,22,6.69,39,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,Dry,Miami,Bay,State,2017-12-14-1b-25.76325,25.76325,-80.1349,20,6.73,33,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,Dry,Miami,Bay,State,2017-12-14-1c-25.763317,25.763317,-80.135183,21,6.78,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,Dry,Miami,Bay,State,2017-12-14-1d-25.773667,25.773667,-80.14965,22,6.66,31,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,Dry,Miami,Bay,State,2017-12-14-2a-25.763517,25.763517,-80.131017,22,6.69,39,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,Dry,Miami,Bay,State,2017-12-14-2b-25.76325,25.76325,-80.1349,20,6.73,33,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,Dry,Miami,Bay,State,2017-12-14-2c-25.763317,25.763317,-80.135183,21,6.78,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,Dry,Miami,Bay,State,2017-12-14-3a-25.763517,25.763517,-80.131017,22,6.71,40,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1431,Dry,Miami,Bay,State,2017-12-14-3b-25.76325,25.76325,-80.1349,20,6.57,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,Dry,Miami,Bay,State,2017-12-14-3c-25.763317,25.763317,-80.135183,22,6.66,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,Dry,Miami,Bay,State,2017-12-14-4a-25.763517,25.763517,-80.131017,22,6.71,40,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,Dry,Miami,Bay,State,2017-12-14-4b-25.76325,25.76325,-80.1349,20,6.57,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,Dry,Miami,Bay,State,2017-2-23-1-25.754139,25.754139,-80.140972,23,NA,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,Dry,Miami,Bay,State,2017-2-23-10-25.725417,25.725417,-80.162111,NA,NA,37,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1437,Dry,Miami,Bay,State,2017-2-23-2-25.754139,25.754139,-80.140972,23,NA,32,20,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
1438,Dry,Miami,Bay,State,2017-2-23-3-25.754139,25.754139,-80.140972,23,NA,32,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1439,Dry,Miami,Bay,State,2017-2-23-4-25.754139,25.754139,-80.140972,23,NA,32,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1440,Dry,Miami,Bay,State,2017-2-23-5-25.754139,25.754139,-80.140972,23,NA,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,Dry,Miami,Bay,State,2017-2-23-6-25.754139,25.754139,-80.140972,23,NA,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,Dry,Miami,Bay,State,2017-2-23-7-25.754139,25.754139,-80.140972,23,NA,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,Dry,Miami,Bay,State,2017-2-23-8-25.754139,25.754139,-80.140972,23,NA,32,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1444,Dry,Miami,Bay,State,2017-2-23-9-25.725417,25.725417,-80.162111,NA,NA,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,Dry,Miami,Bay,State,2017-2-28-1-25.72224,25.72224,-80.16616,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,Dry,Miami,Bay,State,2017-2-28-1-25.73611,25.73611,-80.17098,25,6.6,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,Dry,Miami,Bay,State,2017-2-28-1-25.74986,25.74986,-80.19598,25,6.15,32,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1448,Dry,Miami,Bay,State,2017-2-28-2-25.72224,25.72224,-80.16616,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,Dry,Miami,Bay,State,2017-2-28-2-25.73611,25.73611,-80.17098,25,6.6,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,Dry,Miami,Bay,State,2017-2-28-2-25.74986,25.74986,-80.19598,25,6.15,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,Dry,Miami,Bay,State,2017-2-28-3-25.74986,25.74986,-80.19598,26,6.38,30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,Dry,Miami,Bay,State,2017-2-28-4-25.74986,25.74986,-80.19598,26,6.38,30,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,Dry,Miami,Bay,State,2017-2-7-1-25.714533,25.714533,-80.20815,24,6.53,35,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1454,Dry,Miami,Bay,State,2017-2-7-2-25.714533,25.714533,-80.20815,24,6.53,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,Dry,Miami,Bay,State,2017-2-7-3-25.714533,25.714533,-80.20815,25,6.51,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,Dry,Miami,Bay,State,2017-2-7-4-25.714533,25.714533,-80.20815,25,6.51,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,Dry,Miami,Bay,State,2017-2-7-5-25.714533,25.714533,-80.20815,25,6.53,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,Dry,Miami,Bay,State,2017-2-7-6-25.714533,25.714533,-80.20815,25,6.53,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,Dry,Miami,Bay,State,2017-2-7-7-25.72175,25.72175,-80.166583,24,7.41,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
